藥品代碼,藥品名稱,數量,支付價,藥商
AC38620100,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,164022.3,1.5,福元化學製藥股份有限公司
AC386201G0,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,1978.0,2,福元化學製藥股份有限公司
AC38622100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,163773.6,1.5,瑞士藥廠股份有限公司
AC386221G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,71521.0,2,瑞士藥廠股份有限公司
AC38650100,BIPERIDEN ， 一般錠劑膠囊劑 ， 2.00 MG,192716.5,2.43,華興化學製藥廠股份有限公司
AC386501G0,BIPERIDEN ， 一般錠劑膠囊劑 ， 2.00 MG,1895167.0,2,華興化學製藥廠股份有限公司
AC38652212,GENTAMICIN ， 注射劑 ， 80.00 MG,235765.1,15,榮民製藥股份有限公司
AC38663421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,278.0,189,杏輝藥品工業股份有限公司
AC38680100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,549350.0,1.5,永信藥品工業股份有限公司
AC386801G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,10385740.0,2,永信藥品工業股份有限公司
AC38685100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,310.0,1.2,永信藥品工業股份有限公司
AC38686100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,8729.0,2.24,利達製藥股份有限公司
AC38712321,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 5.00GM,667.5,14.7,寶齡富錦生技股份有限公司
AC38712335,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 15.00GM,10429.2,42.8,寶齡富錦生技股份有限公司
AC38722100,METAPROTERENOL 5MG + DOXYLAMINE 7.5MG + BROMHEXINE 8MG， 一般錠劑膠囊劑，,300094.8,1.5,井田國際醫藥廠股份有限公司
AC387221G0,METAPROTERENOL 5MG + DOXYLAMINE 7.5MG + BROMHEXINE 8MG， 一般錠劑膠囊劑，,56081.0,2,井田國際醫藥廠股份有限公司
AC38723100,SILYMARIN 70MG + MULTIVITAMINES， 一般錠劑膠囊劑，,50049.0,1.5,華興化學製藥廠股份有限公司
AC38724209,VITAMIN B12 ， 注射劑 ， 500.00 MCG,60.0,15.8,利達製藥股份有限公司
AC38724221,VITAMIN B12 ， 注射劑 ， 2500.00 MCG,75.5,15.5,利達製藥股份有限公司
AC38737209,PIROXICAM ， 注射劑 ， 20.00 MG,623.5,21.5,東洲化學製藥廠股份有限公司
AC38737212,PIROXICAM ， 注射劑 ， 40.00 MG,2366.6,21.5,東洲化學製藥廠股份有限公司
AC38747100,CIPROFLOXACIN ， 一般錠劑膠囊劑 ， 250.00 MG,2996157.1,9.8,信東生技股份有限公司
AC38761100,MINOCYCLINE ， 一般錠劑膠囊劑 ， 50.00 MG,877382.5,3.68,華興化學製藥廠股份有限公司
AC38763100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,215873.5,1.5,明德製藥股份有限公司
AC38764100,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,1545260.8,1.5,明德製藥股份有限公司
AC38766100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,3348413.3,2.08,永信藥品工業股份有限公司
AC387661G0,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,71781.4,2,永信藥品工業股份有限公司
AC38777209,CEFUROXIME ， 注射劑 ， 1000.00 MG,51696.0,73,健喬信元醫藥生技股份有限公司
AC38779100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,81605.1,1.5,成大藥品股份有限公司
AC387791G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,48692.6,2,成大藥品股份有限公司
AC388101G0,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,2012.0,2,黃氏製藥股份有限公司
AC38819100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,16360490.8,1.5,健喬信元醫藥生技股份有限公司
AC388191G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,23920275.8,2,健喬信元醫藥生技股份有限公司
AC38840100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,446275.0,1.7,衛肯生技製藥股份有限公司
AC388401G0,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,1715427.0,2,衛肯生技製藥股份有限公司
AC38843209,CEFOXITIN (=CEPHOXITIN) ， 注射劑 ， 1000.00 MG,78037.6,95,瑞士藥廠股份有限公司
AC38846100,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,374762.0,1.5,利達製藥股份有限公司
AC388461G0,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,296699.0,2,利達製藥股份有限公司
AC38850151,METAPROTERENOL 0.5MG/ML + DOXYLAMINE 0.75MG/ML + BROMHEXINE 0.8MG/ML，口服液劑， 60.00ML,252504.7,25,瑞士藥廠股份有限公司
AC38850157,METAPROTERENOL 0.5MG/ML + DOXYLAMINE 0.75MG/ML + BROMHEXINE 0.8MG/ML， 口服液劑， 120.00ML,89149.5,25,瑞士藥廠股份有限公司
AC38854209,CEFTAZIDIME ， 注射劑 ， 1000.00 MG,192.0,60,意欣國際有限公司
AC38854212,CEFTAZIDIME ， 注射劑 ， 2000.00 MG,15986.0,376,意欣國際有限公司
AC38856100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,123025.5,7.2,強生化學製藥廠股份有限公司
AC38868100,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,85180.5,1.5,瑞士藥廠股份有限公司
AC38870335,KETOCONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 15.00 GM,4099.0,38.7,國嘉製藥工業股份有限公司幼獅三廠
AC38870338,KETOCONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 20.00 GM,4.0,38.7,國嘉製藥工業股份有限公司幼獅三廠
AC38870355,KETOCONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 100.00 GM,3.0,407,國嘉製藥工業股份有限公司幼獅三廠
AC38873100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,790690.3,1.53,優生製藥廠股份有限公司
AC38891100,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,2753408.6,1.5,永信藥品工業股份有限公司
AC388911G0,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,150037.0,2,永信藥品工業股份有限公司
AC38923100,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,3889.5,1.5,優生製藥廠股份有限公司
AC38925100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,31370.0,2.51,應元化學製藥股份有限公司
AC38926100,VERAPAMIL ， 一般錠劑膠囊劑 ， 40.00 MG,1224.0,1.74,井田國際醫藥廠股份有限公司
AC38935263,MANGANESE SULFATE ， 注射劑 ， 20.00 GM,3238.0,163,中國化學製藥股份有限公司新豐工廠
AC38946100,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,180.0,2.2,明大化學製藥股份有限公司
AC38948100,OXITRIPTAN ， 一般錠劑膠囊劑 ， 100.00 MG,53636.0,36.9,中國化學製藥股份有限公司新豐工廠
AC38949209,CEFTAZIDIME ， 注射劑 ， 1000.00 MG,51488.5,60,中國化學製藥股份有限公司台南三廠
AC38949212,CEFTAZIDIME ， 注射劑 ， 2000.00 MG,381728.7,526,中國化學製藥股份有限公司台南三廠
AC38949277,CEFTAZIDIME ， 注射劑 ， 500.00 MG,503569.0,42,中國化學製藥股份有限公司台南三廠
AC38955100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,1299759.9,1.66,成大藥品股份有限公司
AC389551G0,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,21793.0,2,成大藥品股份有限公司
AC38956100,SULINDAC ， 一般錠劑膠囊劑 ， 200.00 MG,68632.5,2.2,永信藥品工業股份有限公司
AC38980421,BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML， 眼用液劑， 5.00ML,12614.0,60,應元化學製藥股份有限公司
AC38980429,BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML， 眼用液劑， 10.00ML,592.0,49.7,應元化學製藥股份有限公司
AC38982321,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,81642.6,9.7,杏輝藥品工業股份有限公司
AC38982323,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 6.00 GM,89835.0,11.4,杏輝藥品工業股份有限公司
AC38982329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,102519.7,19.3,杏輝藥品工業股份有限公司
AC38982330,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 12.00 GM,67.0,17.4,杏輝藥品工業股份有限公司
AC38982335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,56033.0,29.5,杏輝藥品工業股份有限公司
AC38982338,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,26253.1,83,杏輝藥品工業股份有限公司
AC38983100,NOSCAPINE ， 一般錠劑膠囊劑 ， 20.00 MG,16333536.3,1.5,井田國際醫藥廠股份有限公司
AC389831G0,NOSCAPINE ， 一般錠劑膠囊劑 ， 20.00 MG,818682.2,2,井田國際醫藥廠股份有限公司
AC38992100,CALCIUM ACETATE ， 一般錠劑膠囊劑 ， 667.00 MG,1120.0,2.03,寶齡富錦生技股份有限公司
AC38996100,NIFEDIPINE ，一般錠劑膠囊劑， 10.00 MG,57481.5,2.4,中國化學製藥股份有限公司新豐工廠
AC39007100,HYDROXYZINE ， 一般錠劑膠囊劑 ， 25.00 MG,129015.1,1.5,舜興醫藥企業有限公司
AC390071G0,HYDROXYZINE ， 一般錠劑膠囊劑 ， 25.00 MG,6577664.1,2,舜興醫藥企業有限公司
AC39012100,KETOTIFEN ， 一般錠劑膠囊劑 ， 1.00 MG,102114.9,3.1,永信藥品工業股份有限公司
AC39017335,BIFONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,1.0,54,約克製藥股份有限公司
AC39033477,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， .50 ML,119276.0,9,麥迪森醫藥股份有限公司
AC39034477,TIMOLOL ， 眼用液劑 ， 2.50  MG/ML ， .50 ML,1.0,5.1,麥迪森醫藥股份有限公司
AC39039329,BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,192.0,59,十全實業股份有限公司
AC39039338,BETAMETHASONE (DIPROPIONATE)0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,915.0,87,十全實業股份有限公司
AC39040212,KETOPROFEN ， 注射劑 ， 100.00 MG,766.3,15,中國化學製藥股份有限公司新豐工廠
AC39042100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,84631.0,1.5,永勝藥品工業股份有限公司
AC390421G6,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,17020.0,2,永勝藥品工業股份有限公司
AC39054100,UBIDECARENONE ， 一般錠劑膠囊劑 ， 10.00 MG,472668.5,3.57,振貿股份有限公司
AC39058209,TRAMADOL ， 注射劑 ， 50.00 MG,1.0,36.4,南光化學製藥股份有限公司
AC39058212,TRAMADOL ， 注射劑 ， 100.00 MG,284370.3,40.2,南光化學製藥股份有限公司
AC39059100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 5.00 MG,2659.0,1.5,永勝藥品工業股份有限公司
AC39069100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,106461.8,1.5,中國化學製藥股份有限公司新豐工廠
AC390691G0,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,22167.5,2,中國化學製藥股份有限公司新豐工廠
AC39087100,PENTOXIFYLLINE ， 緩釋錠劑膠囊劑 ， 400.00 MG,3552036.0,3.15,中國化學製藥股份有限公司新豐工廠
AC390871G0,PENTOXIFYLLINE ， 緩釋錠劑膠囊劑 ， 400.00 MG,21183733.2,2,中國化學製藥股份有限公司新豐工廠
AC39120100,NIFUROXAZIDE ， 一般錠劑膠囊劑 ， 200.00 MG,12626.6,2.52,元宙化學製藥股份有限公司
AC39137212,DIPROPHYLLINE ， 注射劑 ， 300.00 MG,84.5,15,信東生技股份有限公司
AC39168100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,277789.5,2.16,瑞士藥廠股份有限公司
AC391681G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,1390290.0,2,瑞士藥廠股份有限公司
AC39170100,CIPROFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,158516.0,9.1,健喬信元醫藥生技股份有限公司
AC39220100,CLOMIPRAMINE ， 一般錠劑膠囊劑 ， 25.00 MG,808.5,2.7,世達藥品工業股份有限公司
AC39221100,BUSPIRONE ， 一般錠劑膠囊劑 ， 10.00 MG,330072.3,4.81,華興化學製藥廠股份有限公司
AC39229100,BENZARONE ， 一般錠劑膠囊劑 ， 100.00 MG,227025.0,3.11,十全實業股份有限公司
AC39235100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 10.00 MG,426.0,1.5,黃氏製藥股份有限公司
AC39239100,BROMELAIN 20KIU + CYSTEINE 20MG， 一般錠劑膠囊劑，,39783342.4,5.7,南光化學製藥股份有限公司
AC39257100,SULPIRIDE ， 一般錠劑膠囊劑 ， 200.00 MG,18198.6,2.69,衛肯生技製藥股份有限公司
AC39277100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,461778.9,1.5,利達製藥股份有限公司
AC39293100,CLOMIPHENE ， 一般錠劑膠囊劑 ， 50.00 MG,1271.0,7,生達化學製藥股份有限公司
AC39304100,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,4180737.9,3.5,生達化學製藥股份有限公司
AC393041G0,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,4103.0,2,生達化學製藥股份有限公司
AC39305100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,170596.1,1.5,永勝藥品工業股份有限公司
AC39306338,SULFADIAZINE 10MG/GM + CHLORHEXIDINE 2MG/GM， 外用軟膏劑， 20.00GM,3.0,58,瑞士藥廠股份有限公司
AC39307100,LOVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,1129025.5,6.4,生達化學製藥股份有限公司
AC39312100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 100.00 MG,188881.5,5,政德製藥股份有限公司
AC393121G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 100.00 MG,5765.5,2,政德製藥股份有限公司
AC39315100,ACYCLOVIR ， 一般錠劑膠囊劑 ， 400.00 MG,5662930.8,8.9,中國化學製藥股份有限公司新豐工廠
AC39345421,SULFAMETHOXAZOLE ， 眼用液劑 ， 40.00  MG/ML ， 5.00 ML,298546.8,6.6,杏輝藥品工業股份有限公司
AC39345435,SULFAMETHOXAZOLE ， 眼用液劑 ， 40.00  MG/ML ， 15.00 ML,13370.0,15.5,杏輝藥品工業股份有限公司
AC39350500,DICLOFENAC ， 栓劑 ， 25.00 MG,24301.6,5,國嘉製藥工業股份有限公司幼獅三廠
AC39351500,DICLOFENAC ， 栓劑 ， 12.50 MG,99007.9,5,國嘉製藥工業股份有限公司幼獅三廠
AC39368100,ACYCLOVIR ， 一般錠劑膠囊劑 ， 800.00 MG,2143973.5,38.8,永信藥品工業股份有限公司
AC39385100,METHOCARBAMOL ， 一般錠劑膠囊劑 ， 500.00 MG,84165.2,1.5,健喬信元醫藥生技股份有限公司
AC393851G0,METHOCARBAMOL ， 一般錠劑膠囊劑 ， 500.00 MG,9105756.5,2,健喬信元醫藥生技股份有限公司
AC39388100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 10.00 MG,202881.0,1.5,利達製藥股份有限公司
AC393881G0,PROPRANOLOL ， 一般錠劑膠囊劑 ， 10.00 MG,114068.5,2,利達製藥股份有限公司
AC39392221,VITAMIN A 3300IU + VITAMIN B1 3.0-4.0MG + VITAMIN B2 3.0-5.0MG + VITAMIN B6 4.0-5.0MG + VITAMIN B12 0.005MG + VITAMIN C 100MG + VITAMIN D 200IU + VITAMIN E 10MG + NICOTINAMIDE 40MG + FOLIC ACID 0.4MG + PANTHENOL 14-15MG + BIOTIN 0.06MG + VITAMIN K 0-2.0MG， 注射劑,287739.6,69,中國化學製藥股份有限公司新豐工廠
AC39396100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,4.5,1.5,台裕化學製藥廠股份有限公司
AC39397100,FLURBIPROFEN ， 一般錠劑膠囊劑 ， 100.00 MG,411944.5,3.54,台裕化學製藥廠股份有限公司
AC39401100,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,46530.0,2.85,中國化學製藥股份有限公司新豐工廠
AC394011G0,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,158043.5,2,中國化學製藥股份有限公司新豐工廠
AC39403100,LOVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,1037927.5,7.6,永信藥品工業股份有限公司
AC39407100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,2899658.5,1.58,十全實業股份有限公司
AC394071G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,775839.3,2,十全實業股份有限公司
AC39408100,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,140.0,1.5,中國化學製藥股份有限公司新豐工廠
AC394081G0,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,12513.0,2,中國化學製藥股份有限公司新豐工廠
AC39409100,VITAMIN B1 100MG + VITAMIN B6 100MG + VITAMIN B12 200MCG， 一般錠劑膠囊劑，,327864.1,2.17,皇佳化學製藥股份有限公司
AC39414100,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,190065.5,1.98,信東生技股份有限公司
AC394141G0,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,931462.0,2,信東生技股份有限公司
AC39429329,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,12.0,22.9,五洲製藥股份有限公司
AC39429338,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,124.0,28.5,五洲製藥股份有限公司
AC39429343,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,320.0,43.1,五洲製藥股份有限公司
AC39429345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,242680.9,45.5,五洲製藥股份有限公司
AC394293AK,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 22.00 GM,506.0,41.3,五洲製藥股份有限公司
AC39431100,AMANTADINE ， 一般錠劑膠囊劑 ， 100.00 MG,3471340.5,9.2,瑞士藥廠股份有限公司
AC39485151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,3202.0,25,約克製藥股份有限公司
AC39485157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,1.0,48.9,約克製藥股份有限公司
AC39518100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,518684.8,3.85,政德製藥股份有限公司
AC39519100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,110063.0,1.5,國嘉製藥工業股份有限公司幼獅三廠
AC395191G0,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,184669.0,2,國嘉製藥工業股份有限公司幼獅三廠
AC39523100,OFLOXACIN ， 一般錠劑膠囊劑 ， 400.00 MG,140.0,25.1,永信藥品工業股份有限公司
AC39537100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,890945.0,1.7,瑞士藥廠股份有限公司
AC395371G0,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,5268095.9,2,瑞士藥廠股份有限公司
AC39547100,PENTOXIFYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,673502.0,1.6,壽元化學工業股份有限公司
AC395471G0,PENTOXIFYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,79836.0,2,壽元化學工業股份有限公司
AC39560100,NIFUROXAZIDE ， 一般錠劑膠囊劑 ， 200.00 MG,23726.3,2.57,十全實業股份有限公司
AC39561100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,309638.2,1.5,中國化學製藥股份有限公司新豐工廠
AC395611G0,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,18700.8,2,中國化學製藥股份有限公司新豐工廠
AC39569210,SODIUM CITRATE ， 注射劑 ， 4 % ， 1.5 L,12.0,500,信東生技股份有限公司
AC39575100,TICLOPIDINE ， 一般錠劑膠囊劑 ， 100.00 MG,3.0,5,井田國際醫藥廠股份有限公司
AC39584100,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,275534.9,2.35,杏輝藥品工業股份有限公司
AC395841G0,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,4416579.2,2,杏輝藥品工業股份有限公司
AC39589100,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,347726.0,1.5,井田國際醫藥廠股份有限公司
AC395891G0,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,36729.5,2,井田國際醫藥廠股份有限公司
AC39595100,LOPERAMIDE ， 一般錠劑膠囊劑 ， 2.00 MG,358741.0,1.5,井田國際醫藥廠股份有限公司
AC395951G0,LOPERAMIDE ， 一般錠劑膠囊劑 ， 2.00 MG,15182.5,2,井田國際醫藥廠股份有限公司
AC39596338,KETOCONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 20.00 GM,1.0,38.7,井田國際醫藥廠股份有限公司
AC39597100,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,3887864.1,1.5,瑞士藥廠股份有限公司
AC395971G0,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,14672615.8,2,瑞士藥廠股份有限公司
AC39598212,GINKGO BILOBA EXTRACT(=9.6MG GINKGO FLAVONGLYCOSIDE ， 注射劑 ， 7.00 MG,356.0,24.5,瑞士藥廠股份有限公司
AC39598221,GINKGO BILOBA EXTRACT(=9.6MG GINKGO FLAVONGLYCOSIDE ， 注射劑 ， 17.50 MG,354.6,29.9,瑞士藥廠股份有限公司
AC39600100,MINOCYCLINE ， 一般錠劑膠囊劑 ， 100.00 MG,1044.0,6.8,井田國際醫藥廠股份有限公司
AC39609151,CYPROHEPTADINE ， 口服液劑 ， 0.40  MG/ML ， 60.00 ML,12294.8,25,華盛頓製藥廠股份有限公司
AC39614338,BIFONAZOLE ， 外用液劑 ， 10.00  MG/ML ， 20.00 ML,48536.3,97,十全實業股份有限公司
AC39614345,BIFONAZOLE ， 外用液劑 ， 10.00  MG/ML ， 40.00 ML,13928.6,148,十全實業股份有限公司
AC39615100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,176363.5,1.5,十全實業股份有限公司
AC396151G0,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,9762.5,2,十全實業股份有限公司
AC39616321,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 5.00 GM,9087.0,46.6,十全實業股份有限公司
AC39616329,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 10.00 GM,1141.0,46.6,十全實業股份有限公司
AC39619238,SODIUM SALICYLATE 20MG/ML + CHONDROITIN 10MG/ML，  注射劑，  20.00ML,7051.1,15,安星製藥股份有限公司
AC396203AH,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 6.50 GM,10845.1,46.6,明德製藥股份有限公司
AC39623335,ACETAMIDOCAPROIC ACID 50MG/GM + NEOMYCIN 4MG/GM， 外用軟膏劑， 15.00GM,8508.5,62,明德製藥股份有限公司
AC39625100,PIROXICAM ， 一般錠劑膠囊劑 ， 20.00 MG,206095.4,1.58,永勝藥品工業股份有限公司
AC396251G0,PIROXICAM ， 一般錠劑膠囊劑 ， 20.00 MG,19767.0,2,永勝藥品工業股份有限公司
AC39626209,LORAZEPAM ， 注射劑 ， 2.00 MG,598118.6,15,瑞士藥廠股份有限公司
AC39651100,LORAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,47717.0,1.5,鎰浩貿易股份有限公司
AC396511G0,LORAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,788981.3,2,鎰浩貿易股份有限公司
AC39682100,MEDROXYPROGESTERONE ， 一般錠劑膠囊劑 ， 10.00 MG,15521.0,2.98,永福藥業股份有限公司
AC39683100,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,257705.8,1.5,仙台藥品工業股份有限公司
AC39684209,CEPHRADINE ， 注射劑 ， 1000.00 MG,3531.0,25.4,瑞士藥廠股份有限公司
